0.500001,0.5,0.5,0.127336,0.0548356,0.0623849,0.0945806,0.128479,0.154575,0.163783,0.203592,0.26233,0.309502,0.332619,0.351657,0.355658,0.377616,
0.504525,0.5,0.452005,0.234979,0.0751966,0.0270799,0.0458358,0.0769046,0.125147,0.165638,0.196904,0.23312,0.267867,0.281519,0.279705,0.276297,0.276297,
0.561431,0.5,0.678261,0.378937,0.152242,0.0689901,0.0563067,0.0851315,0.123212,0.167573,0.195836,0.204174,0.213212,0.217274,0.204285,0.18363,0.161672,
1.19322,1.57181,0.911105,0.508437,0.237213,0.141208,0.0899997,0.117029,0.138445,0.160142,0.168445,0.177029,0.155071,0.140545,0.123919,0.0921002,0.0621004,
3.16696,2.35979,1.23277,0.709519,0.304475,0.191456,0.248106,0.354225,0.398757,0.512159,0.50488,0.377577,0.325705,0.216931,0.188106,0.239816,0.240003,
4.82466,3.5345,2.24612,1.63183,1.08008,1.0003,1.12061,1.34485,1.5828,1.6969,1.68126,1.66561,1.66084,1.50063,1.34283,1.20633,0.971802,
7.2069,5.8729,4.91881,3.77702,3.47372,3.43057,3.35169,3.21072,3.13269,3.00381,3.20089,3.35411,3.33998,3.17153,2.83619,2.39431,2.56454,
11.3623,10.3898,8.91055,8.16816,7.7641,7.64097,7.15551,6.28115,5.62264,5.2927,5.20124,5.01655,4.99536,4.81549,4.45617,4.39992,4.1717,
17.8647,16.7484,14.8368,13.6794,12.6192,12.0257,11.3705,10.4138,9.47283,8.49079,7.70937,7.10809,6.67288,6.42615,6.40076,6.34032,6.0888,
23.9321,24.4063,22.7582,20.7775,18.6768,16.7332,15.8585,14.7921,13.752,12.268,10.8515,9.59819,8.73072,8.146,8.27181,8.19158,7.91247,
25.9936,25.3274,24.4323,24.0443,23.6079,23.1647,21.2142,19.7974,18.1426,16.4582,14.4986,12.4558,11.0788,10.4073,10.2477,10.1708,9.83241,
27.2139,26.28,25.3726,24.4958,24.0294,23.547,23.09,22.8005,22.0471,21.0023,18.6811,16.5524,14.363,13.4363,12.5998,12.3683,12.124,
27.1113,26.5621,25.8397,25.1721,24.4585,23.9026,23.4335,23.0563,22.884,21.9774,21.1641,20.6786,18.7282,16.8491,15.3608,14.7355,14.6881,
26.5126,26.3479,26.0712,25.3424,24.3719,24,24,24,23.7799,22.6982,21.6489,20.8784,19.8933,19.1802,18.3915,17.2937,17.0407,
25.4073,25.2209,24.956,24.3245,23.7206,23.3783,23.132,23.0905,23.0905,23.2094,22.0278,20.9303,20.2393,19.633,18.9945,18.3437,18.0488,
24.2556,24.095,23.8036,23.3304,22.7735,22.284,21.9528,21.7379,21.7612,21.7712,21.4231,20.8148,20.2153,19.728,19.3346,18.9106,18.614,
23.4852,23.3019,23.0057,22.6067,22.1628,21.72,21.3861,21.1296,20.9301,20.8493,20.7066,20.4492,20.0511,19.7187,19.4707,19.2341,18.9786,
