0.296863,0.296606,0.270054,0.239962,0.212284,0.175498,0.171038,0.195911,0.237968,0.305352,0.373987,0.417436,0.404602,0.344243,0.271588,0.181656,0,
0.211577,0.213894,0.199591,0.189535,0.188174,0.181108,0.202396,0.225571,0.258938,0.290821,0.335449,0.333999,0.315835,0.250605,0.180278,0.117792,0,
0.178752,0.179399,0.174403,0.18464,0.198509,0.200394,0.226049,0.250526,0.272559,0.280518,0.296333,0.291438,0.25388,0.196254,0.130967,0.0863065,0,
0.18,0.181272,0.181384,0.181124,0.210719,0.210383,0.228614,0.255899,0.251854,0.250224,0.251363,0.245664,0.236243,0.20303,0.147545,0.101761,0,
0.170263,0.169224,0.164776,0.177191,0.19399,0.198111,0.203149,0.223891,0.229754,0.209407,0.215979,0.241033,0.269739,0.273509,0.244834,0.204647,0,
0.143667,0.140983,0.131363,0.138445,0.158754,0.16698,0.16698,0.169048,0.168445,0.176024,0.277246,0.428764,0.563417,0.630784,0.605674,0.486697,0,
0.13247,0.120278,0.0952741,0.0950711,0.115131,0.124554,0.150459,0.215109,0.270633,0.419099,0.664429,0.892085,1.06549,1.20096,1.20356,0.988957,0,
0.116306,0.110601,0.119632,0.121148,0.123868,0.180479,0.280962,0.377431,0.565807,0.923164,1.29739,1.6353,1.93331,2.18824,2.288,1.76396,0,
0.113204,0.147545,0.174725,0.192428,0.226178,0.369963,0.53426,0.774306,1.1318,1.61894,2.10599,2.59179,3.10874,3.70021,3.49329,2.74162,0,
0.170185,0.208671,0.263763,0.329572,0.461925,0.643822,0.896747,1.31394,1.90877,2.59109,3.13355,3.78251,4.70803,5.60375,5.02108,3.61347,0,
0.265874,0.355041,0.515511,0.696342,0.967592,1.18163,1.47157,2.01891,3.03957,4.30743,4.59146,5.52185,6.69947,6.91378,6.18447,4.34196,0,
0.418915,0.623975,0.912516,1.26969,1.79397,1.9138,2.11385,2.66142,4.41019,5.68383,7.25703,7.50645,7.6959,7.42248,6.34762,4.82168,0,
0.638352,0.945246,1.33564,1.84175,2.38002,2.88099,3.26451,4.00071,5.58896,7.59431,8.17908,8.3906,8.32007,7.88132,6.92613,5.35354,0,
0.877119,1.28349,1.8136,2.46754,3.18713,3.93465,4.53272,5.63255,6.45476,7.58811,8.68765,9.43007,9.56971,9.24877,8.44014,6.83176,0,
1.14918,1.65973,2.33234,3.149,4.08207,5.16176,6.36632,6.83328,7.64532,8.83279,10.4439,11.3955,11.7485,11.6584,11.0975,9.66762,0,
1.46213,2.04704,2.82414,3.77668,4.87979,6.07701,7.2641,8.43113,10.0738,11.8067,13.0949,13.9422,14.3518,14.4988,14.5961,15.0213,0,
1.89307,2.50712,3.31564,4.42861,5.69559,7.05868,8.99451,11.1807,13.2673,14.7937,15.7824,16.248,16.4427,16.739,17.3884,19.4165,0,
