24.2642,24.2437,24.2197,24.2177,24.2765,24.2909,24.2787,24.2666,24.2607,24.2342,24.1714,24.0586,23.8865,23.6404,23.3428,23.0061,22.6422,
23.9287,23.8966,23.8623,23.8666,23.8557,23.8656,23.8794,23.8907,23.8905,23.8819,23.8388,23.7419,23.5869,23.3795,23.1186,22.8289,22.5204,
23.5335,23.4827,23.4377,23.3688,23.3219,23.3548,23.3975,23.4464,23.4882,23.5178,23.5109,23.4439,23.3181,23.1443,22.9079,22.678,22.4741,
23.1029,23.0267,22.9741,22.8887,22.8059,22.9057,22.9381,23.0214,23.0976,23.1856,23.2397,23.2123,23.1158,22.9917,22.7558,22.686,22.6591,
22.7108,22.7061,22.6898,22.6356,22.6517,22.7256,22.7019,22.9341,22.9533,23.1431,23.2072,23.3277,23.33,23.2616,23.2427,23.2489,23.3344,
22.5919,22.6278,22.5809,22.6624,22.7555,23.0435,23.566,23.7162,23.9724,23.682,23.8671,24.0043,24.0801,24.109,24.1654,24.2865,24.5559,
22.7861,22.7774,22.8346,22.8254,23.2594,24.1843,25.4967,26.74,26.8037,26.1532,25.3449,25.157,25.2966,25.4549,25.6648,25.9175,26.3673,
23.3086,23.4129,23.4242,23.7522,24.9674,27.0988,28.5975,29.0174,29.4433,29.8823,28.4286,27.0023,26.8658,27.2033,27.6064,28.0653,28.6755,
24.1539,24.2484,24.4838,25.7248,27.6874,29.1045,29.625,30.1392,30.695,31.3053,31.7009,29.7444,28.9062,29.4169,29.977,30.7836,31.6489,
25.5829,25.5982,26.2602,27.7924,29.7035,30.1689,30.7711,31.4105,32.1088,32.9517,33.9686,32.6012,31.5626,32.1436,32.9293,34.1171,35.6225,
27.0614,28.1083,28.5138,29.6785,30.8084,31.3749,32.0903,32.8412,33.67,34.7422,36.2885,34.6686,34.8311,35.647,36.4277,38.0572,39.9117,
29.0852,29.8925,30.6777,31.5233,32.0109,32.783,33.7081,34.5131,35.3453,36.5943,37.353,36.7304,38.4902,39.2203,40.1517,40.9658,42.4962,
30.9648,31.5841,32.5693,32.7328,33.2642,34.4726,36.1107,36.7659,37.078,37.3267,36.8231,38.6712,40.718,42.59,42.7935,42.7665,42.9469,
32.9383,32.217,33.3101,33.3746,33.2728,34.542,35.8136,36.5342,36.0914,36.0482,37.159,39.5202,41.5214,42.2199,42.6551,42.0296,42.2118,
32.692,32.1872,32.1231,32.4431,31.784,32.5577,34.2989,35.0507,35.6812,35.6782,37.053,38.222,39.563,39.5121,39.5032,39.7516,40.0799,
31.3694,29.8097,30.1051,29.8854,29.7674,30.2117,31.3079,32.9063,33.7733,34.4923,35.6778,36.2955,36.2534,35.6407,35.6248,36.1533,36.5542,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
