1.39929,1.93704,2.51774,3.11491,3.65974,4.08492,4.37686,4.5468,4.57191,4.6082,4.72093,5.87311,8.11106,10.5971,13.3862,18.6162,22.994,
1.67976,2.20193,2.78199,3.37563,3.93075,4.40102,4.76572,5.03549,5.25426,5.51287,6.17196,7.64708,9.77816,12.1634,14.6509,19.2289,24.6659,
1.87017,2.40204,2.99882,3.61415,4.20099,4.71891,5.14685,5.50048,5.85143,6.33752,7.16004,8.83641,10.973,13.1846,15.4575,18.8722,24.289,
1.9813,2.52632,3.14197,3.78198,4.40073,4.95934,5.43744,5.85439,6.29483,6.90611,7.88941,9.55806,11.6419,13.767,15.697,17.7074,21.5063,
2.01863,2.56886,3.19456,3.84972,4.48925,5.07493,5.58679,6.04462,6.53446,7.20829,8.24859,9.83745,11.8346,13.8227,15.4344,16.7615,18.5419,
1.98692,2.52929,3.15094,3.80627,4.45092,5.04728,5.57479,6.04946,6.54957,7.22209,8.23508,9.69303,11.5795,13.4617,14.9101,15.8071,16.7789,
1.89322,2.41345,3.016,3.65595,4.28995,4.8811,5.40734,5.87803,6.35767,6.97665,7.88621,9.1722,10.9046,12.6692,13.9733,14.8392,15.4274,
1.7487,2.23339,2.80328,3.41452,4.0249,4.59831,5.11095,5.56455,6.00657,6.54273,7.29755,8.35757,9.86051,11.5113,13.0763,13.7851,14.278,
1.5691,2.00663,2.53255,3.10477,3.68245,4.23035,4.72338,5.15569,5.5563,6.00294,6.59853,7.43457,8.61687,10.1683,11.6712,12.6803,13.1282,
1.37378,1.75466,2.22732,2.75252,3.29125,3.80943,4.28125,4.69429,5.05963,5.42414,5.86517,6.46388,7.38901,8.64826,10.0459,11.1194,11.73,
1.18323,1.5006,1.91236,2.3836,2.87799,3.36313,3.81329,4.21178,4.55613,4.86582,5.16834,5.51963,6.12564,7.11837,8.30917,9.3061,10.1285,
1.01591,1.26635,1.61144,2.02228,2.46664,2.91458,3.34122,3.72779,4.06352,4.34967,4.59133,4.81352,5.1183,5.5687,6.60611,7.53848,8.38776,
0.884875,1.06957,1.34546,1.69086,2.07938,2.48476,2.88388,3.25788,3.59227,3.87819,4.107,4.27506,4.38188,4.53241,5.21373,6.06618,6.89214,
0.79476,0.920046,1.12928,1.40796,1.73662,2.09414,2.46066,2.81909,3.15501,3.45708,3.71339,3.91255,4.03476,4.21355,4.43745,5.14677,5.60457,
0.740905,0.81687,0.967354,1.18355,1.45267,1.75975,2.08933,2.42739,2.76228,3.08638,3.38521,3.64602,3.91011,4.22616,4.51014,4.71669,4.96781,
0.712381,0.749884,0.85237,1.01493,1.23047,1.48973,1.78092,2.09382,2.42287,2.76813,3.11656,3.45725,3.81347,4.19456,4.55706,4.83849,5.06154,
0.696916,0.705169,0.769667,0.889036,1.06093,1.27959,1.53505,1.82356,2.14245,2.50573,2.89329,3.28186,3.69383,4.14777,4.56952,4.89753,5.16753,
