38.5,38.5,37.6031,35.1286,32.8423,30.2331,28.1341,26.7873,25.7672,25.0445,24.3041,25.7299,27.7194,29.2694,30.5318,31.6842,32.7732,
38.5865,38.5,38.5,38.5,38.5,38.5,35.7811,32.4875,29.8804,28.14,26.8783,26.7123,27.7688,28.8017,29.4192,30.1636,31.0337,
39.9202,38.5,38.5,38.5,38.5,38.5,38.5,37.0225,33.1369,30.7617,28.6966,27.7977,27.903,28.1712,28.5335,29.0096,29.6271,
44.9337,45.2728,44.505,44.6907,42.9862,40.5022,38.5,38.5,35.6371,32.5726,30.2986,28.7893,28.1455,27.7476,27.6278,28.0725,28.5482,
50.1912,50.7229,50.9937,50.3612,48.2327,45.4243,41.6194,38.5,37.2191,33.5744,31.6167,29.6654,28.5887,27.8453,27.397,27.7231,27.5563,
52.6885,54.6085,54.3954,53.235,51.0559,48.195,44.6039,40.4837,38.1986,35.0376,32.8975,30.6272,29.3579,28.3015,27.6155,27.1482,26.7192,
54.9306,55.1662,55.0599,54.1181,52.2096,49.5738,46.148,42.3567,38.6667,36.1302,33.7209,31.4749,30.1248,28.9483,27.9052,26.6558,26.1114,
54.0936,55.5364,54.6364,54.4873,52.9007,50.2614,46.8974,42.7485,39.5789,37.1852,34.519,32.5445,30.9887,29.622,27.9311,26.3571,25.2359,
52.5434,53.9158,52.8848,52.768,51.8336,49.6015,46.4488,42.9009,40.6732,38.0906,35.604,33.6973,31.9246,30.1279,28.0554,26.211,24.8561,
51.6681,52.1525,52.411,51.7029,50.277,47.962,45.6748,43.8475,41.6681,39.1784,36.9442,34.883,32.9293,30.6347,28.3247,26.4184,24.8999,
50.762,51.8489,51.2713,49.7542,48.4034,46.5561,45.7373,44.8143,43.296,40.9049,38.4678,36.0512,33.8419,31.2402,28.9061,26.8989,25.3308,
51.694,51.2892,50.2274,48.9714,48.1908,47.7899,47.3116,46.6027,45.1341,42.7312,40.2057,37.5534,34.772,32.0581,29.6331,27.6354,25.9903,
52.3276,52.0146,51.0845,50.77,50.4994,50.3863,50.1164,49.3387,47.5797,44.8329,41.9079,39.1704,36.0402,33.1226,30.6598,28.5287,26.8215,
54.3224,53.7216,53.4732,53.3292,53.4345,53.5076,53.6204,52.9212,50.5358,47.2679,43.921,40.7937,37.5425,34.4592,31.898,29.7205,27.9217,
56.446,55.4784,55.3045,55.463,55.9885,56.4773,56.9501,56.2199,53.9536,49.9534,46.2212,42.7762,39.1847,36.0689,33.4823,31.3504,29.4911,
58.2141,57.4102,57.1101,57.4759,57.9149,58.4962,59.4465,58.9813,56.4623,52.629,48.7758,45.1274,41.249,38.0469,35.5134,33.3203,31.4892,
59.3271,58.8195,58.9248,59.2578,59.5282,60.0381,60.8074,60.715,58.8619,55.4396,51.7199,47.864,43.8419,40.4564,37.9255,35.7384,33.8753,
